ID (ignore_column),Source,Reference,Translation,Error1_Type,Error1_Severity,Error2_Type,Error2_Severity,Error3_Type,Error3_Severity,Error4_Type,Error4_Severity,Error5_Type,Error5_Severity,Computed_scores,Human_scores,Full_scores,model
0.01073985249,"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.","પરિણામે, સ્ટેજ ઉપરના કલાકારો સ્મોકકેન્નાબીસ જોઈન્ટસ અને થીએટર પોતે તેમાં જોડાવા માટે દર્શકોનેપ્રોત્સાહિત કરી રહ્યા છે.","પરિણામ સ્વરૂપે, કલાકારો સ્ટેજ પર કેન્નાબિસના જોડાણોનો ધૂમ્રપાન કરે છે અને થિયેટર જ દર્શકોને તેમાં સામેલ થવા માટે પ્રોત્સાહન આપી રહ્યું છે.",Transliteration,Medium,Terminology_Inappropriate,Low,Terminology_Inappropriate,Very Low,Default,Default,Default,Default,21.5,18,21.5,cvit_iiith
0.0109529153,"Also to the north visit the great Sanctuary of Our Lady of Fatima (Shrine), a place of worldwide famous Marian apparitions.","ઉત્તરદિશામાં ફાતિમાની મહાન અભયારણ્યની પણ મુલાકાત લો, જે વિશ્વભરમાં પ્રખ્યાત મરિયન આત્માનું સ્થળ.","આ ઉપરાંત ઉત્તરમાં વિશ્વભરમાં પ્રસિદ્ધ મેરિયન છત્રીઓનાસ્થળ, ગ્રેટ સેન્ચ્યુરી ઓફ અવર લેડી ઓફ ફાતિમા(શ્રાઇન) ની મુલાકાત લો.",Transliteration,Very Low,Accuracy_Mistranslation,High,Transliteration,Low,Default,Default,Default,Default,19.5,15,19.5,IndicTrans_Samanantar
0.01095434567,"Sometimes special pyramid shaped towers, called ziggurats, were built to be a part of the temples.","ક્યારેક મંદિરોના હિસ્સા રૂપે વિશેષ પિરામિડ આકારના ટાવરો બાંધવામાં આવ્યાં, જે ઝિગરેટ્સ કહેવાતા.","કેટલીક વાર ખાસ પિરામિડ આકારના ટાવરો, જેને ઝિગગુરેટ્સકહેવામાં આવે છે, મંદિરોનો ભાગ બનવા માટે બનાવવામાં આવ્યા હતા.",Transliteration,Very Low,Transliteration,Very Low,Default,Default,Default,Default,Default,Default,24,22,24,bing_api
0.01103586446,"Chambers had sued God for ""widespread death, destruction and terrorization of millions upon millions of the Earth's inhabitants.""","ચેમ્બરે ભગવાન સામે વ્યાપક મૃત્યુ, પૃથ્વીના લાખો લોકો પર વિનાશ અને લાખોનો આતંકવાદ,"" માટે કેસ કર્યો હતો.","ચેમ્બર્સે ઈશ્વર પર ""પૃથ્વીના લાખો રહેવાસીઓ પર લાખો લોકોના વ્યાપક મૃત્યુ, વિનાશ અને આતંક"" માટે દાવો કર્યો હતો.",Fluency_Grammar,Low,Default,Default,Default,Default,Default,Default,Default,Default,24,22,24,bing_api
0.01122700764,"Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.","ભીના કપડાંને ઇસ્ત્રી કરવી તેમને સૂકવવામાં મદદ કરી શકે . ઘણી હોટલોમાં લોન માટે લોખંડ અને ઇસ્ત્રી બોર્ડ ઉપલબ્ધ હોય ,ભલે કોઈ ઓરડામાં હાજર હોય કે નહીં.",ભીના કપડાંને ધોવાથી તેઓ સૂકાઈ શકે છે.,Accuracy_Mistranslation,Medium,Accuracy_Omission,Very High,Default,Default,Default,Default,Default,Default,18,10,18,mT5
0.01224872104,"They are cooler than the surrounding surface in the day and warmer at night. Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground, said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.","""તેઓ દિવસે આસપાસની સપાટી કરતા ઠંડા હોય છે અને રાત્રે ગરમ હોય છે."" 
“તેમનું થર્મલ વર્તન પૃથ્વી પરની મોટી ગુફાઓ જેટલું સ્થિર નથી કે જે ઘણીવાર એકદમ સમાન તાપમાન જાળવી રાખે છે, પરંતુ તે જમીનના ઊંડા છિદ્રો સાથે સુસંગત છે."" યુનાઇટેડ સ્ટેટ્સ જિઓલોજિકલ સર્વે (યુએસજીએસ) એસ્ટ્રોજીલોજી ટીમ અને એરિઝોનાના ફ્લેગસસ્ટાફમાં સ્થિત નોર્ધન એરિઝોના યુનિવર્સિટીના ગ્લેન કુશિંગે જણાવ્યું હતું..","તેઓ દિવસની આસપાસની સપાટી કરતા ઠંડા હોય છે અને રાત્રે ગરમ હોય છે.
તેમનું થર્મલ વર્તન પૃથ્વી પરની મોટી ગુફાઓ જેટલું સ્થિર નથી જે ઘણીવાર એકદમ સતત તાપમાન જાળવી રાખે છે, પરંતુ તે જમીનના inંડા છિદ્રો સાથે સુસંગત છે, યુનાઇટેડ સ્ટેટ્સ જિઓલોજિકલ સર્વે (યુએસજીએસ) એસ્ટ્રોજologyલોજી ટીમના ગ્લેન કુશિંગે જણાવ્યું હતું. એરિઝોનાના ફ્લેગસ્ટaffફમાં સ્થિત નોર્ધન એરિઝોના યુનિવર્સિટી.",Accuracy_Mistranslation,Very Low,Fluency_Character_encoding,Very High,Fluency_Grammar,Very Low,Default,Default,Default,Default,19,10,19,google_api
0.01306277851,"Her other race, the Giant Slalom, saw her finish in tenth in the women's sitting group with a combined run time of 4:41.30, 2:11.60 minutes slower than first place finisher Austrian Claudia Loesch and 1:09.02 minutes slower than the ninth place finisher Gyöngyi Dani of Hungary.","તેની બીજી રેસ, જાયન્ટ સ્લેમ, મહિલા બેઠક જૂથમાં 4:41.30ના સંયુક્ત રન ટાઇમ સાથે દસમા સ્થાને રહી હતી, પ્રથમ સ્થાનના ફિનિશર ઓસ્ટ્રિયન ક્લાઉડિયા લોશે કરતાં 2:11.60 મિનિટ ધીમી અને હંગેરીના નવમા ક્રમના ફિનિશર ગ્યાન્ગી દાની કરતા 1:09.02 મિનિટ ધીમી.","તેની અન્ય રેસ જાયન્ટ સ્લેલોમે મહિલા બેઠક જૂથમાં 4:41.30, 2:11.60 મિનિટના સંયુક્ત રન ટાઇમ સાથે પ્રથમ સ્થાનના ફિનિશર ઓસ્ટ્રિયન ક્લાઉડિયા લોએશ કરતા ધીમો અને હંગેરીના નવમા સ્થાનના ફિનિશર Gyöngyi દાની કરતાં 1:09.02 મિનિટ ધીમો રહીને દસમા ક્રમે સમાપ્ત જોયો હતો.",Accuracy_Untranslated_text,Low,Accuracy_Mistranslation,Medium,Fluency_Grammar,Very Low,Default,Default,Default,Default,21.5,20,21.5,bing_api
0.01324609982,"After its adoption by Congress on July 4, a handwritten draft signed by the President of Congress John Hancock and the Secretary Charles Thomson was then sent a few blocks away to the printing shop of John Dunlap.","4 જુલાઈના રોજ કૉંગ્રેસ દ્વારા સ્વીકૃતિ બાદ, કૉંગ્રેસના પ્રમુખ જૉહ્ન હૅન્કૉક અને મંત્રી ચાર્લ્સ થૉમ્સન દ્વારા હસ્તાક્ષર કરેલો હસ્તલિખિત ડ્રાફ્ટ થોડાક બ્લૉક દૂર આવેલી જૉહ્ન ડન્લપની પ્રિન્ટિંગ શૉપમાં મોકલવામાં આવ્યો.","4 જુલાઈના રોજ કોંગ્રેસ દ્વારા અપનાવવામાં આવ્યા પછી, કોંગ્રેસના પ્રમુખ જ્હોન હેન્કોક અને સેક્રેટરી ચાર્લ્સ થોમ્સને હસ્તાક્ષર કરેલા હસ્તલિખિત મુસદ્દાને થોડા બ્લોક દૂર જ્હોન ડનલપના પ્રિન્ટિંગ શોપમાં મોકલવામાં આવ્યો.",Transliteration,Very Low,Default,Default,Default,Default,Default,Default,Default,Default,24.5,23,24.5,IndicTrans_Samanantar
0.01344967108,This is common practice elsewhere in the UK but Scottish justice works differently and courts have viewed publication of photos as potentially prejudicial.,"યુકેમાં અન્યત્ર આ સામાન્ય આચરણ છે, પણ સ્કૉટિશ ન્યાય જુદી રીતે કાર્ય કરે છે અને ન્યાયાલયોએ ફોટાઓના પ્રકાશનને સંભવિત પક્ષપાતી હોવા તરીકે જોયું છે.",યુકેમાં આ સામાન્ય પ્રેક્ટિસ છે પરંતુ સ્કોટિશ ન્યાય અલગ-અલગ કામ કરે છે અને અદાલતોએ ફોટોના પ્રકાશનને સંભવિત રીતે ન્યાયિકગણાવ્યું છે.,Accuracy_Mistranslation,Very Low,Accuracy_Mistranslation,High,Default,Default,Default,Default,Default,Default,20.5,18,20.5,cvit_iiith
0.01396753674,"Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.",હર્શી અને ચેઝે પોતાના ડીએનએને બેક્ટેરિયામાં ઇમ્પ્લાન્ટ કરવા માટે ફેજ અથવા વાઇરસનો ઉપયોગ કર્યો હતો.,હર્ષે અને ચેઝે બેક્ટેરિયામાં પોતાનું ડીએનએ લગાવવા માટે ફેજ અથવા વાયરસનો ઉપયોગ કર્યો હતો.,Transliteration,Very Low,Accuracy_Mistranslation,Very Low,Default,Default,Default,Default,Default,Default,24,22,24,IndicTrans_Samanantar
0.01444706181,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","યુએસએ જિમ્નાસ્ટિક્સ અને યુએસઓસીનું લક્ષ્ય એક જ છે - જિમ્નાસ્ટિકની રમત બનાવવી, અને અન્ય, રમતવીરો માટે સુરક્ષિત, હકારાત્મક અને સશક્ત વાતાવરણમાં તેમના સ્વપ્નોને અનુસરવા માટે સુરક્ષિત છે.","યુએસએ જિમ્નાસ્ટિક્સ અને યુએસઓસીનું લક્ષ્ય એક જ છે - જિમ્નાસ્ટિક્સ અને અન્યની રમતને,એથ્લીટ્સ માટે સલામત, સકારાત્મક અને સશક્ત વાતાવરણમાં તેમના સ્વપ્નોને અનુસરવા માટે શક્ય તેટલી સલામત બનાવવી.",Transliteration,Very Low,Default,Default,Default,Default,Default,Default,Default,Default,24.5,24,24.5,bing_api
0.01452910828,Argentina is well known for having one of the best polo teams and players in the world.,આર્જેન્ટિના વિશ્વની શ્રેષ્ઠ પોલો ટીમો અને ખેલાડીઓપૈકીની એક ટીમ માટે જાણીતું.,આર્જેન્ટિના વિશ્વની શ્રેષ્ઠ પોલો ટીમો અને ખેલાડીઓમાંથી એક હોવા માટે જાણીતી છે.,Accuracy_Mistranslation,Low,Fluency_Grammar,Low,Default,Default,Default,Default,Default,Default,23,20,23,google_api
0.01493383031,"All of the cave entrances, which were named ""The Seven Sisters"", are at least 100 to 250 meters (328 to 820 feet) in diameter.","""ધ સેવન સિસ્ટર્સ"" નામકરણ થયેલી બધી ગુફાઓના પ્રવેશદ્વારનો વ્યાસ ઓછામાં ઓછો 100થી 250 મીટર (328 થી 820 ફૂટ) છે.","""ધ સેવન સિસ્ટર્સ"" ""તરીકે ઓળખાતાતમામ ગુફાઓના પ્રવેશદ્વાર ઓછામાં ઓછા 100 થી 250 મીટર (328થી 820 ફીટ) વ્યાસમાંછે.""",Fluency_Spelling,Very Low,Fluency_Grammar,Very Low,Default,Default,Default,Default,Default,Default,24,22,24,IndicTrans_Samanantar
0.01521914142,"The Sundarbans cover an area of 3,850 km², of which about one-third is covered in water/marsh areas.","સુંદરબન 3850 કિલોમીટર વર્ગના વિસ્તારને આવરી લે છે, જેમાંથિહ લગભગ એક-તૃતીયાંશ ભાગ પાણી/માટીના વિસ્તારોમાંT આવરી લેવામાં આવે છે","સુંદરવન 3,,²50૦કિ.મી.ના ક્ષેત્રને આવરે છે, જેમાંથી લગભગ એક તૃતીયાંશ પાણી /માર્શ વિસ્તારોમાંઆવરાયેલ છે.",Fluency_Character_encoding,Medium,Transliteration,Low,Fluency_Grammar,Very Low,Default,Default,Default,Default,21.5,20,21.5,google_api
0.01532712678,Ancient Roman meals couldn't have included foods that came to Europe from America or from Asia in later centuries.,પ્રાચીન રોમન ભોજનમાં અમેરિકાથી યુરોપ આવતા ખોરાકનો સમાવેશ ન થયો હોય અથવા પછીની સદીઓમાં એશિયાથી.,પ્રાચીન રોમન ભોજનમાં યુરોપથી અમેરિકા કે એશિયાથી પાછળની સદીઓમાંઆવેલા ખોરાકનો સમાવેશ થઈ શકતો ન હતો.,Terminology_Inappropriate,Very Low,Default,Default,Default,Default,Default,Default,Default,Default,24.5,23,24.5,google_api
0.01539441081,Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.,કોમ્પલેક્સની એકદમ નજીક આવેલી મોટા ભાગની ઇમારતોને તેઓ મૂળભૂત રીતે કેવી રીતે પ્રગટ થયા તેનો વધુ સારો ખ્યાલ પ્રવાસીઓને આપવા માટે ફરીથી  નિર્માણ કરવામાં આવી હતી.,સંકુલની ધાર પરની મોટાભાગની ઇમારતો નું પુનર્નિર્માણ કરવામાં આવ્યું છે જેથી પ્રવાસીઓને મૂળ ભૂતકાળમાં કેવી રીતે દેખાય છે તેનો વધુ સારો ખ્યાલ મળે.,Accuracy_Omission,Low,Default,Default,Default,Default,Default,Default,Default,Default,24,22,24,bing_api
0.01562876684,"In this dynamic transport shuttle everyone is somehow connected with, and supporting, a transport system based on private cars.",આ ગતિશીલ પરિવહન શટલમાં દરેક વ્યક્તિ ગમે તેમ કરીને ખાનગી કાર પર આધારિત પરિવહન વ્યવસ્થા સાથે જોડાયેલી છે અને તેને ટેકો આપે.,આ ગતિશીલ પરિવહન શટલમાં દરેક વ્યક્તિ કોઇપણ રીતેખાનગી કાર પર આધારિત પરિવહન વ્યવસ્થા સાથે જોડાયેલ છે અને તેને ટેકો આપે છે.,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,25,25,IndicTrans_Samanantar
0.01567783463,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue.","લેટેસ્ટ બુલેટિન અનુસાર, દરિયાઈ સપાટીના વાંચન પરથી જાણવા મળ્યું હતું કે સુનામી પેદા થઈ હતી. પેગો પેગો અને ન્યુ નજીક સુનામીની ચોક્કસ પ્રવૃત્તિ નોંધાઈ હતી.","તાજેતરના બુલેટિન અનુસાર, સમુદ્રની સપાટીના વાંચનસૂચવે છે કે સુનામી ઉત્પન્ન થઈ હતી. પાગો પાગો અને નિયુ નજીક કેટલીક ચોક્કસ સુનામી પ્રવૃત્તિ નોંધાઈ હતી.",Fluency_Grammar,Very Low,Default,Default,Default,Default,Default,Default,Default,Default,24.5,24,24.5,bing_api
