ID (ignore_column),Source,Reference,Translation,Error1_Type,Error1_Severity,Error2_Type,Error2_Severity,Error3_Type,Error3_Severity,Error4_Type,Error4_Severity,Error5_Type,Error5_Severity,Computed_scores,Human_scores,Full_scores,model,
0.004185375669,This will allow players to control actions and movements in video games by moving the device through the air.,ഇത് ഉപകരണം വായുവിലൂടെ ചലിപ്പിച്ച് വീഡിയോ ഗെയിമുകളിലെ പ്രവർത്തനങ്ങളും ചലനങ്ങളും നിയന്ത്രിക്കാൻ കളിക്കാരെ അനുവദിക്കും.,ഉപകരണം വായുവിലൂടെ നീക്കുന്നതിലൂടെ വീഡിയോ ഗെയിമുകളിലെ പ്രവർത്തനങ്ങളും ചലനങ്ങളും നിയന്ത്രിക്കാൻ ഇത് കളിക്കാരെ അനുവദിക്കും.,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,25,25,google_api,
0.004202142045,"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.","മരുഭൂമിയിലെ മണലിന്റെ ഭീഷണി കൊണ്ട്, 1990-ൽ, അപകടത്തിൽ ആയ ലോക പൈതൃക സ്ഥലങ്ങളുടെ പട്ടികയിൽ ഇത് ചേർക്കപ്പെട്ടു.",1990 ല്‍ മരുഭൂമിയിലെ മണല്‍ അപകടംമൂലം ലോക പൈതൃക കേന്ദ്രങ്ങളുടെ പട്ടികയില്‍ ഇതിനെ കൂട്ടിച്ചേര്‍ത്തു.,Accuracy_Mistranslation,Medium,Accuracy_Omission,Medium,Default,Default,Default,Default,Default,Default,21,21,21,cvit_iiith,
0.005983040554,"If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.","നിങ്ങൾ നാട്ടുപാതകളിൽ പതിവായി വാഹനമോടിക്കുന്ന ആളല്ലെങ്കിൽ, സൂക്ഷിക്കുക: കയറ്റങ്ങളും, ചരിവുകളും, ഇടുങ്ങിയ പാതകളും, മൂർച്ചയുള്ള വളവുകളും ഉണ്ടാവും.","നിങ്ങള്‍ രാജ്യത്തുള്ള റോഡുകളില്‍ ഓടാന്‍ ഉപയോഗിക്കുന്നില്ലെങ്കില്‍, നിങ്ങള്‍ക്ക് വേണ്ടി തന്‍റെ ജ്ഞാനം സൂക്ഷിക്കുക: സ്റ്റീപ്പ് ഗ്രേഡുകള്‍, സങ്കീര്‍ണ്ണ തെരുവുകള്‍, ചതുരശ്രമങ്ങള്‍.",Non-translation,High,Default,Default,Default,Default,Default,Default,Default,Default,-75,0,-75,cvit_iiith,
0.007351857004,"Downhill skiing as a sport goes back to at least the 17th century, and in 1861 the first recreational ski club was opened by Norwegians in Australia.","ഒരു കായിക ഇനമെന്ന നിലയിൽ ഡൗൺഹിൽ സ്കീയിങ് കുറഞ്ഞത് പതിനേഴാം നൂറ്റാണ്ടിലെങ്കിലും തുടങ്ങിയിട്ടുണ്ട്, 1861-ൽ ഓസ്‌ട്രേലിയയിൽ നോർവേക്കാർ ആണ് ആദ്യത്തെ വിനോദ സ്‌കീ ക്ലബ് ആരംഭിച്ചത്.",ഒരു കളിയായി ഡൗണ്‍ഹില്‍ സ്കീയിംഗ് കുറഞ്ഞത് 17-ാം നൂറ്റാണ്ടില്‍ എത്തും. 1861 ല്‍ നോര്‍വേയിലെആദ്യ സ്കീ ക്ലബ്ബ് ഓസ്‌ട്രേലിയയില്‍ ആരംഭിച്ചു.,Accuracy_Mistranslation,Medium,Accuracy_Mistranslation,Medium,Default,Default,Default,Default,Default,Default,21,18,21,cvit_iiith,
0.008453094319,"All of the cave entrances, which were named ""The Seven Sisters"", are at least 100 to 250 meters (328 to 820 feet) in diameter.",ഏഴ് സഹോദരിമാർ എന്ന് പേരിട്ടിട്ടുള്ള ഗുഹാ കവാടങ്ങൾക്കെല്ലാം കുറഞ്ഞത് 100 മുതൽ 250 മീറ്റർ വരെ (328 മുതൽ 820 അടി വരെ) വ്യാസമുണ്ട്.,ദേ സെവന്‍ സിസ്റ്റേഴ്സ്' എന്ന പേരിലുള്ള എല്ലാ ഗുഹ പ്രവേശന കവാടങ്ങളും കുറഞ്ഞത് 100 മുതല്‍ 250 മീറ്റര്‍ വരെ (328 മുതല്‍ 820 അടി വരെ) ഡയമീറ്റര്‍ ആണ്.,Accuracy_Mistranslation,Medium,Default,Default,Default,Default,Default,Default,Default,Default,23,20,23,cvit_iiith,
0.008898119837,Casablanca is one of the least interesting places to shop in all of Morocco.,മൊറോക്കോയിൽ ഷോപ്പിംഗ് നടത്താവുന്ന ഏറ്റവും രസം കുറഞ്ഞ സ്ഥലങ്ങളിൽ ഒന്നാണ് കാസബ്ലാങ്ക.,മൊറോക്കോയിൽ ഷോപ്പിംഗ് നടത്താൻഏറ്റവും രസകരമായസ്ഥലങ്ങളിൽ ഒന്നാണ് കാസാബ്ലാങ്ക.,Accuracy_Mistranslation,Very High,Default,Default,Default,Default,Default,Default,Default,Default,20,12,20,bing_api,
0.008903239593,"For example, the most common still image photography format in the world is 35mm, which was the dominant film size at the close of the analog film era.","ഉദാഹരണത്തിന്, ലോകത്തിലെ ഏറ്റവും സാധാരണമായ നിശ്ചല ചിത്ര ഫോട്ടോഗ്രാഫി ഫോർമാറ്റ് 35എംഎം ആണ്. ഇത് അനലോഗ് ഫിലിം കാലഘട്ടത്തിന്റെ അവസാനത്തിലെ പ്രചാരമുള്ള ചലച്ചിത്ര വലുപ്പമായിരുന്നു.","ഉദാഹരണത്തിന്, അനലോഗ് ചലച്ചിത്ര കാലഘട്ടത്തിന്റെ അവസാനഘട്ടത്തിൽ ഏറ്റവും പ്രബലമായ ഫിലിം സൈസ് 35 മില്ലീമീറ്ററായിരുന്നു.",Accuracy_Omission,Medium,Accuracy_Mistranslation,Medium,Default,Default,Default,Default,Default,Default,21,22,21,IndicTrans_Samanantar,
0.01030203978,"According to police, the driver of the vehicle that hit the photographer is unlikely to face criminal charges.","പോലീസ് പറയുന്നതനുസരിച്ച്, ഫോട്ടോഗ്രാഫറെ തട്ടിയ വാഹനത്തിന്റെ ഡ്രൈവർ ക്രിമിനൽ കേസ് നേരിടാൻ സാധ്യതയില്ല.","പോലീസ് പറയുന്നതനുസരിച്ച്, ഫോട്ടോഗ്രാഫറെ ഇടിച്ച വാഹനത്തിന് റെ ഡ്രൈവർ ക്രിമിനൽ കുറ്റം ചുമത്താൻ സാധ്യതയില്ല.",Accuracy_Mistranslation,High,Default,Default,Default,Default,Default,Default,Default,Default,21,21,21,mT5,
0.01073985249,"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.","തൽഫലമായി, അഭിനേതാക്കൾ സ്റ്റേജിൽ കഞ്ചാവ് ജോയിന്റുകൾ വലിക്കുകയും, തിയേറ്റർ തന്നെ പ്രേക്ഷകരെ പങ്കെടുക്കുന്നതിന് പ്രേരിപ്പിക്കുകയും ചെയ്യുന്നു.",ഇതിന്‍റെ ഫലമായി പ്രദര്‍ശകര്‍ സ്റ്റേജില്‍ കന്‍നാബിസ്ജോയിന്‍റുകള്‍ പുകവലിക്കുകയും നാടകത്തില്‍ പങ്കെടുക്കാന്‍ജനങ്ങളെ പ്രോത്സാഹിപ്പിക്കുകയും ചെയ്യുന്നു.,Accuracy_Mistranslation,High,Accuracy_Mistranslation,Low,Default,Default,Default,Default,Default,Default,20,18,20,cvit_iiith,
0.0109529153,"Also to the north visit the great Sanctuary of Our Lady of Fatima (Shrine), a place of worldwide famous Marian apparitions.",മറിയം പ്രത്യക്ഷപ്പെട്ട സ്ഥലങ്ങളില്‍ ലോകമെമ്പാടും പ്രസിദ്ധമായ അവർ ലേഡി ഓഫ് ഫാത്തിമയുടെ (ദേവാലയം) പവിത്രസ്ഥാനം സന്ദർശിക്കുക.,വടക്ക് ഭാഗത്ത് ലോകമെമ്പാടുമുള്ള പ്രശസ്തമായ മരിയൻ പ്രേതങ്ങളുള്ള വലിയ സാങ്ച്വറി ഓഫ് ഔവർ ലേഡി ഓഫ് ഫാത്തിമ (ക്ഷേത്രം) സന്ദർശിക്കുക.,Accuracy_Mistranslation,Medium,Accuracy_Mistranslation,Very High,Accuracy_Mistranslation,Very High,Default,Default,Default,Default,13,15,13,IndicTrans_Samanantar,
0.01095434567,"Sometimes special pyramid shaped towers, called ziggurats, were built to be a part of the temples.","ചിലപ്പോൾ സിഗുരാറ്റ്‌സ് എന്ന് വിളിക്കുന്ന പിരമിഡ് ആകൃതിയിലുള്ള ഗോപുരങ്ങൾ, ക്ഷേത്രത്തിന്റെ ഭാഗമായി നിർമ്മിക്കപ്പെട്ടു.",ചിലപ്പോൾ സിഗുറാറ്റുകൾ എന്ന് വിളിക്കപ്പെടുന്ന പ്രത്യേക പിരമിഡ് ആകൃതിയിലുള്ള ഗോപുരങ്ങൾ ക്ഷേത്രങ്ങളുടെ ഭാഗമാകാൻ നിർമ്മിച്ചു.,Accuracy_Mistranslation,Medium,Default,Default,Default,Default,Default,Default,Default,Default,23,23,23,bing_api,
0.01103586446,"Chambers had sued God for ""widespread death, destruction and terrorization of millions upon millions of the Earth's inhabitants.""","ദശലക്ഷക്കണക്കിന് ""ഭൂനിവാസികളുടെ വ്യാപകമായ മരണം, വിനാശം, മഹാഭയം"" എന്നിവയ്ക്ക് ദൈവത്തിനെതിരെ ചേംബറുകൾ വ്യവഹാരത്തിൽ ഏർപ്പെട്ടിരുന്നു.","ഭൂമിയിലെ ദശലക്ഷക്കണക്കിന് നിവാസികളുടെ മേൽ വ്യാപകമായ മരണം, നാശം, ദശലക്ഷക്കണക്കിന് ആളുകളെ ഭയപ്പെടുത്തൽ എന്നിവയ്ക്ക് ചേംബേഴ്സ് ദൈവത്തിനെതിരെ കേസെടുക്കുകയുണ്ടായി.",Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,20,25,bing_api,
0.01122700764,"Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.","നനഞ്ഞ വസ്ത്രങ്ങൾ ഇസ്തിരിയിടുന്നത് അവ ഉണങ്ങാൻ സഹായിക്കും. മുറിയിൽ ആരും ഇല്ലെങ്കിൽ പോലും, പല ഹോട്ടലുകളിലും ഇസ്‌തിരിപ്പെട്ടി, ഇസ്തിരി ബോർഡ് എന്നിവ വായ്പയായി ലഭിക്കും.",അരിഞ്ഞ തുണികൾ ഉണങ്ങാൻ അവരെ സഹായിക്കും.,Non-translation,Default,Default,Default,Default,Default,Default,Default,Default,Default,0,0,0,mT5,
0.01224872104,"They are cooler than the surrounding surface in the day and warmer at night.
Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground, said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.","പകൽ സമയത്ത് അവ ചുറ്റുമുള്ള പ്രതലത്തേക്കാൾ തണുത്തതും രാത്രിയിൽ ചെറിയ ചൂടുള്ളതുമാണ്.
പലപ്പോഴും സുസ്ഥിരമായ താപനില നിലനിർത്തുന്ന ഭൂമിയിലെ വലിയ ഗുഹകളെ പോലെ അവയുടെ താപ സ്വഭാവം ദൃഢമല്ല, എന്നാൽ ഇത് ഭൂമിയിലെ ആഴത്തിലുള്ള ദ്വാരങ്ങളാണെന്നതിനാൽ സ്ഥിരമാണ്,"" അരിസോണയിലെ ഫ്ലാഗ്സ്റ്റാഫിൽ സ്ഥിതി ചെയ്യുന്ന യുണൈറ്റഡ് സ്റ്റേറ്റ്സ് ജിയോളജിക്കൽ സർവേ (യുഎസ്ജിഎസ്) ആസ്ട്രോജിയോളജിക്കൽ സംഘത്തിൽ നിന്നും നോർത്തേൺ അരിസോണ സർവ്വകലാശാലയിൽ നിന്നുമുള്ള ഗ്ലെൻ കുഷിംഗ്‌ പറഞ്ഞു.","""അവ പകൽ ചുറ്റുമുള്ള ഉപരിതലത്തേക്കാൾ തണുത്തതും രാത്രിയിൽ ചൂടുള്ളതുമാണ്. 
അവയുടെ താപ സ്വഭാവം ഭൂമിയിലെ വലിയ ഗുഹകളെപ്പോലെ സ്ഥിരതയാർന്നതല്ല, അവ സ്ഥിരമായി താപനില നിലനിർത്തുന്നു, പക്ഷേ ഇത് ഭൂമിയിലെ ആഴത്തിലുള്ള ദ്വാരങ്ങളാണെന്നതുമായി പൊരുത്തപ്പെടുന്നു, ”യുണൈറ്റഡ് സ്റ്റേറ്റ്സ് ജിയോളജിക്കൽ സർവേ (യു‌എസ്‌ജി‌എസ്) ജ്യോതിഷസംഘത്തിന്റെയും ഗ്ലെൻ കുഷിംഗ് പറഞ്ഞു അരിസോണയിലെ ഫ്ലാഗ്സ്റ്റാഫിൽ സ്ഥിതിചെയ്യുന്ന നോർത്തേൺ അരിസോണ സർവകലാശാല.",Accuracy_Mistranslation,Medium,Accuracy_Mistranslation,High,Accuracy_Mistranslation,Medium,Default,Default,Default,Default,17,18,17,google_api,
0.01306277851,"Her other race, the Giant Slalom, saw her finish in tenth in the women's sitting group with a combined run time of 4:41.30, 2:11.60 minutes slower than first place finisher Austrian Claudia Loesch and 1:09.02 minutes slower than the ninth place finisher Gyöngyi Dani of Hungary.","അവളുടെ രണ്ടാമത്തെ മത്സരത്തിൽ, ദി ജയന്റ് സ്ലാലോം, വനിതാ സിറ്റിംഗ് ഗ്രൂപ്പിൽ 4:41.30 എന്ന മുഴുവൻ റൺ ടൈമിൽ, ഒന്നാം സ്ഥാനക്കാരിയായ ഓസ്‌ട്രിയൻ ക്ലൗഡിയ ലോഷയേക്കാൾ 2:11.60 മിനിറ്റ് പിറകിലും, ഒൻപതാം സ്ഥാനം നേടിയ ഹംഗറിയുടെ ജ്യോങ്കി ഡാനിയേക്കാൾ 1:09.02 മിനിറ്റ് പിറകിലുമായി അവൾ പത്താം സ്ഥാനത്തെത്തി.","അവളുടെ മറ്റൊരു മൽസരമായ ജയന്റ് സ്ലാലോം, വനിതാ സിറ്റിംഗ് ഗ്രൂപ്പിൽ പത്താമതായി ഫിനിഷ് ചെയ്തു, ഒന്നാം സ്ഥാനത്തുള്ള ഫിനിഷർ ഓസ്ട്രിയൻ ക്ലോഡിയ ലോഷിനെക്കാൾ 4:41.30, 2:11.60 മിനിറ്റ് മന്ദഗതിയിൽ, ഹംഗറിയുടെ ഡാനിയുടെ Gyöngyi ഒൻപതാം സ്ഥാനത്തുള്ള ഫിനിഷർ Gyöngyi1:09.02 മിനിറ്റ് മന്ദഗതിയിൽ.",Accuracy_Untranslated_text,Medium,Accuracy_Mistranslation,Medium,Accuracy_Untranslated_text,Default,Default,Default,Default,Default,20,15,20,bing_api,
0.01324609982,"After its adoption by Congress on July 4, a handwritten draft signed by the President of Congress John Hancock and the Secretary Charles Thomson was then sent a few blocks away to the printing shop of John Dunlap.",ജൂലൈ 4-ന് കോൺഗ്രസ് അംഗീകാരം നൽകിയ ശേഷം കോൺഗ്രസ് പ്രസിഡൻഡ് ജോൺ ഹാൻ‌കോക്കും സെക്രട്ടറി ചാൾസ് തോംസണും ഒപ്പിട്ട കൈയ്യെഴുത്ത് കരട് ഏതാനും ബ്ലോക്ക് അകലെയുള്ള ജോൺ ഡൺലാപ്പിന്റെ പ്രിന്റിംഗ് ഷോപ്പിലേക്ക് അയച്ചു.,"ജൂലൈ 4 ന് കോൺഗ്രസ് അത് അംഗീകരിച്ചതിനുശേഷം, കോൺഗ്രസ് പ്രസിഡന്റ് ജോൺ ഹാൻകോക്കും സെക്രട്ടറി ചാൾസ് തോംസണും ഒപ്പിട്ട കയ്യെഴുത്ത് ഡ്രാഫ്റ്റ് കുറച്ച് ബ്ലോക്കുകൾ അകലെ ജോൺ ഡൺലാപ്പിന്റെ പ്രിന്റിംഗ് ഷോപ്പിലേക്ക് അയച്ചു.",Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,25,25,IndicTrans_Samanantar,
0.01344967108,This is common practice elsewhere in the UK but Scottish justice works differently and courts have viewed publication of photos as potentially prejudicial.,"യുകെയിൽ എവിടെയും ഇത് ഒരു പതിവ് സമ്പ്രദായമാണ്, എന്നാൽ സ്കോട്ടിഷ് നീതിന്യായ സംവിധാനം വ്യത്യസ്ത രീതിയിൽ പ്രവർത്തിക്കുന്നു, ഫോട്ടോകൾ പ്രസിദ്ധീകരിക്കുന്നത് സംഭവ്യമായി വിദ്വേഷപരമാണെന്ന് കോടതികൾ നിരീക്ഷിച്ചിട്ടുണ്ട്.",ബ്രിട്ടനില്‍ മറ്റൊരിടത്തും ഇത് സാധാരണ പ്രക്രിയയാണ്. എന്നാല്‍ സ്‌കോട്ടിഷ് നീതി വ്യത്യസ്തമായി പ്രവര്‍ത്തിക്കുന്നു.,Accuracy_Mistranslation,Medium,Accuracy_Omission,Very High,Default,Default,Default,Default,Default,Default,18,10,18,cvit_iiith,
0.01396753674,"Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.",ഒരു ജീവാണുവിലേക്ക് തങ്ങളുടെ സ്വന്തം DNA നിവേശിപ്പിക്കാൻ ഹെർഷിയും ചേസും ഫേജുകളെ അഥവാ വൈറസുകളെ ഉപയോഗിച്ചു.,ഹെർഷിയും ചേസും തങ്ങളുടെ ഡി. എൻ. എ.,Accuracy_Omission,Very High,Default,Default,Default,Default,Default,Default,Default,Default,20,5,20,IndicTrans_Samanantar,
